17	6	76	26	4	0	6	8	0	2	0	4	20	5	0	0	0
54	10	0	47	0	7	36	2	9	0	51	44	64	41	46	18	0
74	0	24	52	5	9	50	5	11	4	65	57	65	46	45	29	0
55	7	20	38	4	9	32	8	8	2	42	37	52	37	42	7	0
51	0	55	51	2	32	46	16	37	11	52	53	52	54	50	35	0
60	2	40	42	1	36	42	21	35	12	49	57	56	38	60	30	0
58	2	59	59	1	23	50	18	28	5	58	59	62	54	53	28	0
64	0	28	75	5	24	68	17	30	2	66	67	70	69	60	0	0
54	18	23	25	18	45	59	15	37	16	58	62	57	58	58	43	0
39	10	13	31	12	23	46	20	27	9	47	41	50	37	44	28	0
41	0	11	23	0	4	24	0	10	0	37	37	59	33	39	0	0
34	4	17	14	1	27	12	10	35	3	33	25	17	16	13	12	0
46	7	9	19	0	16	66	9	25	6	56	62	62	46	60	18	0
61	37	36	64	41	35	61	42	32	48	53	48	64	48	54	46	0
42	9	22	29	17	12	35	18	16	7	30	43	56	28	32	14	0
44	10	14	30	13	8	45	10	10	7	44	25	41	37	43	7	0
57	16	16	48	11	19	54	16	24	23	53	43	53	41	40	25	0
49	0	57	44	2	28	44	15	22	8	47	37	53	29	44	15	0
49	1	50	37	0	16	39	14	26	0	43	41	54	28	36	11	0
38	13	19	55	5	19	51	16	14	15	51	51	44	48	48	5	0
52	31	36	60	40	41	58	45	44	56	54	56	48	46	50	31	0
53	30	33	57	32	23	44	29	37	33	56	54	56	54	62	35	0
57	45	34	66	34	31	51	30	41	32	56	62	56	57	59	41	0
47	23	42	47	25	17	41	25	23	14	57	49	51	52	51	45	0
53	0	62	48	0	27	53	4	25	0	43	47	57	52	50	24	0
42	19	8	38	12	10	29	7	10	6	30	32	43	19	21	20	0
21	15	10	30	19	9	26	13	9	11	12	8	22	13	24	14	0
68	5	65	54	3	14	57	11	22	0	65	64	72	57	63	6	0
39	0	52	39	5	3	20	7	13	2	23	24	36	24	28	29	0
41	0	72	24	5	7	16	2	8	0	21	26	31	22	26	14	0
48	5	19	0	2	32	48	0	37	10	50	38	62	55	50	17	0
49	2	26	49	24	37	51	32	55	39	47	52	55	49	50	50	0
65	10	18	54	1	12	44	14	26	10	0	37	61	48	53	15	0
56	48	48	60	46	46	51	48	45	39	51	53	61	49	48	50	0
55	5	24	64	22	6	44	8	19	0	59	59	60	51	63	21	0
58	18	53	47	19	0	25	20	29	8	55	51	65	44	61	59	0
53	9	23	45	12	6	27	9	15	8	30	35	46	36	25	33	0
44	0	41	11	36	46	13	17	35	18	35	40	43	37	37	33	0
66	15	29	66	22	43	63	27	38	30	56	65	65	59	62	29	0
53	16	44	56	48	52	69	39	48	27	60	62	60	66	62	57	0
54	22	33	58	37	60	54	54	41	24	62	60	65	58	59	58	0
60	0	22	55	9	22	55	27	26	5	46	59	56	60	49	14	0
47	9	27	50	18	16	35	12	16	-1	24	27	56	32	24	16	0
54	3	13	55	25	32	57	27	16	9	34	41	55	41	45	42	0
47	0	44	27	0	21	37	17	15	1	31	42	33	36	38	23	0
60	3	70	41	9	29	54	20	29	16	54	48	63	40	33	23	0
8	1	5	7	1	21	12	10	23	10	23	21	17	35	28	29	0
39	0	15	19	0	21	19	21	26	0	28	39	38	18	38	20	0
89	0	45	21	10	69	65	9	64	15	72	73	66	72	46	8	0
52	11	9	4	12	35	45	31	30	24	66	51	67	55	45	9	0
57	53	73	62	18	57	48	80	86	22	55	63	54	66	17	22	0
107	40	54	76	20	49	65	54	60	49	87	52	52	84	28	51	0
104	64	57	74	52	81	58	75	44	21	40	26	31	41	22	15	0
106	13	53	45	16	66	58	64	74	32	94	77	76	58	50	16	0
91	19	41	24	9	52	28	36	52	23	54	39	39	30	37	0	0
112	15	41	30	14	67	57	68	63	19	82	58	50	47	43	25	0
81	25	31	13	5	44	46	29	43	17	72	48	77	42	64	2	0
75	15	44	36	22	35	60	45	41	13	75	64	77	61	43	3	0
67	12	15	22	7	24	56	24	23	26	59	68	67	48	46	7	0
33	29	49	58	37	69	32	39	62	21	86	72	75	66	65	10	0
66	35	45	42	14	47	31	44	54	39	57	23	39	46	44	10	0
47	0	41	22	0	25	21	11	24	4	24	27	38	36	29	1	0
88	2	21	13	0	10	34	10	0	0	44	46	42	30	42	0	0
110	16	39	27	11	25	55	21	36	16	61	58	60	47	51	12	0
86	11	27	28	18	37	86	48	37	23	76	67	77	55	47	18	0
60	5	0	3	14	15	54	24	24	6	54	53	89	59	49	0	0
58	4	6	13	19	23	79	22	45	9	58	61	86	62	61	12	0
88	34	45	45	34	61	116	72	61	46	107	22	75	55	54	38	0
